query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	alntmscore	qtmscore	ttmscore	prob
A0A519LHP4_unreviewed_MACPF_domain-containing_protein_taxID_239_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7W8YPA1_unreviewed_MACPF_domain-containing_protein_taxID_188932_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.290	31	19	1	1	31	1	28	7.103E+00	4.252E-01	4.177E-01	4.252E-01	0.000
A0A519LHP4_unreviewed_MACPF_domain-containing_protein_taxID_239_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A7W8ZN62_unreviewed_MACPF_domain-containing_protein_taxID_188932_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.266	15	8	1	1	12	1	15	6.054E+00	3.663E-01	1.898E-01	1.035E-01	0.000
A0A519LHP4_unreviewed_MACPF_domain-containing_protein_taxID_239_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A1H6AL48_unreviewed_MACPF_domain-containing_protein_taxID_797291_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.190	21	15	1	1	19	1	21	6.054E+00	2.147E-01	2.334E-01	2.233E-01	0.000
A0A519LHP4_unreviewed_MACPF_domain-containing_protein_taxID_239_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A3N7D3M9_unreviewed_MACPF_domain-containing_protein_taxID_2153359_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.157	38	25	2	1	31	1	38	7.690E+00	3.560E-01	3.560E-01	3.080E-01	0.000
A0A519LHP4_unreviewed_MACPF_domain-containing_protein_taxID_239_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	R5MLW8_unreviewed_MACPF_domain-containing_protein_taxID_1262735_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.500	8	4	0	2	9	99	106	9.002E+00	4.756E-01	1.806E-01	6.048E-02	0.000
A0A519LHP4_unreviewed_MACPF_domain-containing_protein_taxID_239_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2M9CBN0_unreviewed_MACPF_domain-containing_protein_taxID_1416776_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.200	35	24	2	1	31	1	35	8.322E+00	2.761E-01	2.761E-01	2.639E-01	0.000
A0A519LHP4_unreviewed_MACPF_domain-containing_protein_taxID_239_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A1M5FC52_unreviewed_MACPF_domain-containing_protein_taxID_871325_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.043	23	22	0	1	23	1	23	9.729E+00	3.003E-01	2.726E-01	2.195E-01	0.000
A0A519LHP4_unreviewed_MACPF_domain-containing_protein_taxID_239_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	I9SQN2_unreviewed_MACPF_domain-containing_protein_taxID_997887_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.354	31	18	1	1	31	1	29	9.729E+00	2.608E-01	2.597E-01	2.608E-01	0.000
A0A519LHP4_unreviewed_MACPF_domain-containing_protein_taxID_239_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	A0A2S9JMN2_unreviewed_MACPF_domain-containing_protein_taxID_1382456_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.277	36	21	2	1	31	1	36	9.002E+00	2.317E-01	2.317E-01	2.225E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	1.000	40	0	0	1	40	1	40	8.822E-08	1.000E+00	1.000E+00	1.000E+00	1.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	W6TSY3_unreviewed_MACPF_domain-containing_protein_taxID_509635_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.375	40	25	0	1	40	1	40	3.833E-01	4.118E-01	4.118E-01	4.118E-01	0.045
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1I0TPP0_unreviewed_MACPF_domain-containing_protein_taxID_332999_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.348	43	25	1	1	40	1	43	5.470E-01	3.629E-01	3.629E-01	3.495E-01	0.020
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.317	41	27	1	1	40	1	41	1.114E+00	3.636E-01	3.636E-01	3.594E-01	0.014
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1G7VRP7_unreviewed_MACPF_domain-containing_protein_taxID_405671_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.272	44	27	2	1	40	1	43	5.978E-01	2.507E-01	2.507E-01	2.436E-01	0.011
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7U7HEE0_unreviewed_MACPF_domain-containing_protein_taxID_1932669_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.125	40	30	1	1	40	1	35	1.114E+00	2.653E-01	2.475E-01	2.653E-01	0.008
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A497VCE1_unreviewed_MACPF_domain-containing_protein_taxID_2035214_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.117	34	27	1	10	40	2	35	1.898E+00	3.387E-01	3.019E-01	3.321E-01	0.007
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7X0R4F6_unreviewed_MACPF_domain-containing_protein_taxID_2761620_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.268	41	28	2	1	40	1	40	1.736E+00	3.020E-01	3.020E-01	3.020E-01	0.007
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7W9E2N6_unreviewed_MACPF_domain-containing_protein_taxID_188932_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.166	42	32	2	1	40	1	41	1.898E+00	3.065E-01	3.065E-01	2.903E-01	0.007
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A3M7TD05_unreviewed_MACPF_domain-containing_protein_taxID_2305228_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.075	40	29	1	1	40	1	32	3.233E+00	4.405E-01	3.701E-01	4.405E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A4S2B6L9_unreviewed_MACPF_domain-containing_protein_taxID_2516960_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.200	40	21	1	1	40	1	29	3.233E+00	3.893E-01	3.256E-01	3.893E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A4Q1EVQ7_unreviewed_MACPF_domain-containing_protein_taxID_713556_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.142	35	29	1	6	40	2	35	2.959E+00	3.456E-01	3.304E-01	3.456E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7G9QB54_unreviewed_MACPF_domain-containing_protein_taxID_336820_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.325	43	26	2	1	40	1	43	1.898E+00	2.656E-01	2.656E-01	2.555E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1H0PJ05_unreviewed_D-mannose_binding_lectin_taxID_1881048_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.150	40	23	1	1	40	1	29	3.533E+00	3.017E-01	2.343E-01	3.017E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0Q1A5A5_unreviewed_MACPF_domain-containing_protein_taxID_1740090_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.302	43	24	3	1	40	1	40	2.707E+00	2.755E-01	2.755E-01	2.755E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1W2DHC8_unreviewed_MACPF_domain-containing_protein_taxID_151894_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.275	40	25	2	1	40	1	36	2.707E+00	2.802E-01	2.802E-01	2.676E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A401M0I4_unreviewed_MACPF_domain-containing_protein_taxID_2447885_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.147	34	23	1	1	28	1	34	3.533E+00	3.036E-01	2.621E-01	2.454E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1I5JNI9_unreviewed_MACPF_domain-containing_protein_taxID_1881041_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.400	10	6	0	3	12	14	23	6.558E+00	6.481E-01	2.169E-01	2.846E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A5B2UEB6_unreviewed_MACPF_domain-containing_protein_taxID_1679494_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.100	40	31	1	1	40	1	35	4.219E+00	2.687E-01	2.540E-01	2.687E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A4Q9HI28_unreviewed_MACPF_domain-containing_protein_taxID_1926871_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.461	13	7	0	1	13	1	13	6.558E+00	4.588E-01	2.178E-01	2.758E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7W9DI38_unreviewed_MACPF_domain-containing_protein_taxID_188932_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.175	40	21	2	1	40	1	28	4.609E+00	3.261E-01	2.377E-01	3.261E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A396BWT2_unreviewed_MACPF_domain-containing_protein_taxID_817_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.250	28	15	1	10	37	2	23	2.959E+00	2.659E-01	1.977E-01	1.782E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A7W9E313_unreviewed_MACPF_domain-containing_protein_taxID_188932_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.175	40	21	2	1	40	1	28	3.861E+00	2.200E-01	1.800E-01	2.200E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1D7QJF5_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.175	40	22	1	1	40	1	29	5.035E+00	2.631E-01	2.320E-01	2.631E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A966DVA7_unreviewed_MACPF_domain-containing_protein_taxID_2695265_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.150	40	23	1	1	40	1	29	6.558E+00	3.889E-01	3.192E-01	3.889E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A4Y9IN16_unreviewed_MACPF_domain-containing_protein_taxID_163665_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.121	33	27	1	8	40	2	32	3.533E+00	2.108E-01	1.916E-01	2.108E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A086BLQ2_unreviewed_MACPF_domain-containing_protein_taxID_558152_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.187	32	25	1	10	40	2	33	6.558E+00	3.835E-01	3.278E-01	3.758E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A4Q5H3F8_unreviewed_MACPF_domain-containing_protein_taxID_329854_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.214	28	18	1	17	40	6	33	2.959E+00	1.981E-01	1.729E-01	1.893E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A4P8RDQ2_unreviewed_MACPF_domain-containing_protein_taxID_2571030_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.416	12	7	0	29	40	30	41	5.035E+00	2.742E-01	1.826E-01	1.804E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A927PJC8_unreviewed_MACPF_domain-containing_protein_taxID_1658008_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.400	10	6	0	31	40	16	25	6.558E+00	4.325E-01	1.716E-01	1.504E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	C3J7W9_unreviewed_MACPF_domain-containing_protein_taxID_553175_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.230	13	10	0	5	17	2	14	7.810E+00	4.909E-01	2.351E-01	1.863E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A497Y471_unreviewed_MAC_Perforin_domain-containing_protein_taxID_475253_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.225	40	19	2	1	40	1	28	6.007E+00	2.896E-01	2.120E-01	2.896E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A0P0GQX9_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.175	40	22	2	1	40	1	29	7.159E+00	3.127E-01	2.823E-01	3.127E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A9Q4P331_unreviewed_MACPF_domain-containing_protein_taxID_817_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.230	26	20	0	15	40	4	29	5.500E+00	1.860E-01	1.746E-01	1.888E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A6I7M5X7_unreviewed_MACPF_domain-containing_protein_taxID_818_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.150	40	24	1	1	40	1	30	7.159E+00	3.533E-01	3.075E-01	3.533E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A202BUL3_unreviewed_MACPF_domain-containing_protein_taxID_1945581_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.181	33	20	2	1	30	1	29	5.035E+00	2.134E-01	1.784E-01	2.134E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A927PHG1_unreviewed_MACPF_domain-containing_protein_taxID_1658008_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.157	19	16	0	1	19	1	19	7.810E+00	3.279E-01	3.068E-01	3.440E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A3D9B8Z3_unreviewed_MACPF_domain-containing_protein_taxID_333702_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.142	42	27	2	1	40	1	35	7.159E+00	2.691E-01	2.520E-01	2.691E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A016FKL9_unreviewed_MACPF_domain-containing_protein_taxID_1339337_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.294	17	11	1	1	16	1	17	6.007E+00	2.494E-01	2.470E-01	2.304E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A229I1M7_unreviewed_MACPF_domain-containing_protein_taxID_165179_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.250	16	12	0	4	19	3	18	8.517E+00	5.640E-01	3.226E-01	2.519E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1C6L6P4_unreviewed_MACPF_domain-containing_protein_taxID_162156_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.074	27	25	0	9	35	2	28	8.517E+00	3.183E-01	2.600E-01	3.121E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A841JJ50_unreviewed_MACPF_domain-containing_protein_taxID_354630_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.190	21	17	0	1	21	9	29	9.281E+00	2.531E-01	2.508E-01	2.641E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A420CKE5_unreviewed_MACPF_domain-containing_protein_taxID_2183997_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.150	40	27	2	1	40	1	33	8.517E+00	3.468E-01	3.103E-01	3.468E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A443YUM4_unreviewed_MACPF_domain-containing_protein_taxID_2233776_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.216	37	17	1	1	37	1	25	8.517E+00	3.705E-01	3.436E-01	3.705E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A212JY78_unreviewed_MACPF_domain-containing_protein_taxID_206096_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.200	40	26	1	1	40	1	34	8.517E+00	3.440E-01	3.315E-01	3.440E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A2D9DDL8_unreviewed_MACPF_domain-containing_protein_taxID_1965325_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.210	19	15	0	1	19	34	52	7.810E+00	1.984E-01	1.795E-01	1.409E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A108TDY5_unreviewed_MACPF_domain-containing_protein_taxID_246787_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.230	13	10	0	1	13	1	13	9.281E+00	3.357E-01	2.316E-01	8.756E-02	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1G9U438_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.193	31	25	0	10	40	2	32	9.281E+00	2.760E-01	2.369E-01	2.716E-01	0.000
A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	A0A1N7K8S4_unreviewed_MACPF_domain-containing_protein_taxID_297244_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.181	33	25	1	10	40	2	34	9.281E+00	2.888E-01	2.714E-01	2.867E-01	0.000
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	1.000	41	0	0	1	41	1	41	2.262E-07	1.000E+00	1.000E+00	1.000E+00	1.000
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	W6TSY3_unreviewed_MACPF_domain-containing_protein_taxID_509635_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.585	41	16	1	1	41	1	40	7.643E-03	4.731E-01	4.667E-01	4.731E-01	0.663
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A0P0NGP2_unreviewed_MACPF_domain-containing_protein_taxID_1727164_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.536	41	19	0	1	41	1	41	2.570E-02	4.375E-01	4.375E-01	4.375E-01	0.353
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A3N7D3M9_unreviewed_MACPF_domain-containing_protein_taxID_2153359_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.522	44	18	1	1	41	1	44	4.525E-02	3.865E-01	3.865E-01	3.739E-01	0.179
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A1M4VGC9_unreviewed_MACPF_domain-containing_protein_taxID_288992_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.500	44	19	1	1	41	1	44	8.639E-02	3.435E-01	3.435E-01	3.307E-01	0.106
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A7W9E2N6_unreviewed_MACPF_domain-containing_protein_taxID_188932_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb	0.488	43	20	1	1	41	1	43	2.102E-01	3.288E-01	3.288E-01	3.218E-01	0.057
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A7G9QB54_unreviewed_MACPF_domain-containing_protein_taxID_336820_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.511	43	19	1	1	41	1	43	1.403E-01	2.417E-01	2.417E-01	2.335E-01	0.040
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A6L9KGP2_unreviewed_MACPF_domain-containing_protein_taxID_1898105_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	0.170	41	29	2	1	41	1	36	4.013E-01	3.182E-01	3.072E-01	3.182E-01	0.034
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A519TPY0_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb	0.317	41	27	1	1	41	1	40	8.307E-01	3.636E-01	3.594E-01	3.636E-01	0.024
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A1W2DHC8_unreviewed_MACPF_domain-containing_protein_taxID_151894_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.465	43	21	1	1	41	1	43	9.765E-01	3.341E-01	3.341E-01	3.228E-01	0.016
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A5D3FS95_unreviewed_MACPF_domain-containing_protein_taxID_310300_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.473	19	8	1	1	17	1	19	1.463E+00	3.930E-01	2.748E-01	2.965E-01	0.010
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A7W9DHQ3_unreviewed_MACPF_domain-containing_protein_taxID_188932_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb	0.280	25	18	0	1	25	1	25	1.349E+00	2.663E-01	2.305E-01	2.586E-01	0.009
A0A520BWX4_unreviewed_MACPF_domain-containing_protein_taxID_1411316_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb	A0A1D7QMQ7_unreviewed_MACPF_domain-containing_protein_taxID_430522_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb	0.463	41	21	1	1	41	1	40	7.662E-01	2.231E-01	2.201E-01	2.231E-01	0.009
